sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,90.22%,,,
103,Dijon,Lisbon,18.150000000000002,False,[],[],
104,Cagliari,Winterthur,40.150000000000006,True,[87.0],[220.5],
105,Genova,Chiasso,17.6,True,[181.0],[246.1],
106,Rome,Manchester,55.00000000000001,True,[203.2],[313.4],
107,Brescia,Zurich,45.1,False,[],[],
108,Biel_Bienne,Chiasso,18.700000000000003,False,[17.0],[184.0],Basel-Zurich(17.0)
109,Treviso,Winterthur,24.750000000000004,False,[],[],
110,Newark,Padova,18.700000000000003,False,[14.0],[197.0],Bergamo-Brescia(14.0); Brescia-Verona(14.0); Verona-Padova(17.2)
111,Tours,NodeID62,55.00000000000001,False,[35.0],[154.0],Tours-Paris(35.0); Lille-NodeID62(40.0)
112,Nice,Dijon,22.55,False,[],[],
113,Antwerp,Zug,42.900000000000006,True,[185.8],[299.1],
114,Lisbon,Paris,39.6,True,[46.8],[204.6],
115,Antwerp,Dublin,47.300000000000004,False,[],[],
116,Modena,Ghent,16.5,True,[105.6],[268.0],
117,Strasbourg,Schaffhausen,35.2,False,[],[],
118,Ostend,Reading,26.950000000000003,False,[],[],
119,Novara,Padova,22.55,False,[],[],
120,Bern,Boston,21.450000000000003,True,[38.0],[216.8],
121,NewTTYork,Evere,18.150000000000002,False,[],[],
122,Poitiers,Rouen,24.200000000000003,True,[94.4],[209.4],
123,Esslingen,Bologna,18.700000000000003,True,[76.0],[293.6],
124,Madrid,Brussels,24.200000000000003,False,[],[],
125,Toulouse,Sintra,46.2,False,[46.0],[156.8],Madrid-Lisbon(46.0)
126,Piacenza,Lucerne,18.700000000000003,True,[49.0],[166.5],
127,Como,Brescia,21.450000000000003,True,[33.0],[81.0],
128,Schaffhausen,Rouen,22.0,True,[40.0],[199.3],
129,Bern,Esslingen,35.2,True,[102.6],[293.8],
