sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
summary,,,,89.12%,,,
108,Biel_Bienne,Chiasso,20.4,False,[17.0],[184.0],Basel-Zurich(17.0)
109,Treviso,Winterthur,27.0,False,[],[],
110,Newark,Padova,20.4,False,[14.0],[197.0],Bergamo-Brescia(14.0); Brescia-Verona(14.0); Verona-Padova(17.2)
111,Tours,NodeID62,60.0,False,[35.0],[154.0],Tours-Paris(35.0); Lille-NodeID62(40.0)
112,Nice,Dijon,24.599999999999998,False,[],[],
113,Antwerp,Zug,46.8,True,[185.8],[299.1],
114,Lisbon,Paris,43.199999999999996,True,[46.8],[204.6],
115,Antwerp,Dublin,51.6,False,[],[],
116,Modena,Ghent,18.0,True,[105.6],[268.0],
117,Strasbourg,Schaffhausen,38.4,False,[],[],
118,Ostend,Reading,29.4,False,[],[],
119,Novara,Padova,24.599999999999998,False,[],[],
120,Bern,Boston,23.4,True,[38.0],[216.8],
121,NewTTYork,Evere,19.8,False,[],[],
122,Poitiers,Rouen,26.4,True,[94.4],[209.4],
123,Esslingen,Bologna,20.4,True,[76.0],[293.6],
124,Madrid,Brussels,26.4,False,[],[],
125,Toulouse,Sintra,50.4,False,[46.0],[156.8],Madrid-Lisbon(46.0)
126,Piacenza,Lucerne,20.4,True,[49.0],[166.5],
127,Como,Brescia,23.4,True,[33.0],[81.0],
128,Schaffhausen,Rouen,24.0,True,[40.0],[199.3],
129,Bern,Esslingen,38.4,True,[102.6],[293.8],
